"5071"	"102202"
"6"	"102202"
"5027"	"102202"
"6"	"120799"
"6"	"102076"
"5071"	"118124"
"6"	"118124"
"5071"	"119526"
"6"	"119526"
"5071"	"119540"
"6"	"119540"
"5071"	"120887"
"6"	"120887"
"5071"	"120888"
"6"	"120888"
"5071"	"120947"
"6"	"120947"
"5071"	"121026"
"6"	"121026"
"5071"	"101262"
"5071"	"121176"
"6"	"121176"
"5071"	"121184"
"6"	"121184"
"5071"	"121247"
"6"	"121247"
"5071"	"121445"
"6"	"121445"
"5071"	"121547"
"6"	"121547"
"5071"	"121551"
"6"	"121551"
"5071"	"121690"
"6"	"121690"
"5071"	"122682"
"6"	"122682"
"5071"	"122683"
"6"	"122683"
"5071"	"123049"
"6"	"123049"
"5071"	"123132"
"6"	"123132"
"5071"	"126716"
"6"	"126716"
"5071"	"126869"
"6"	"126869"
"5071"	"127077"
"6"	"127077"
"5071"	"127085"
"6"	"127085"
"5071"	"127277"
"6"	"127277"
"5071"	"127397"
"6"	"127397"
"5071"	"127604"
"6"	"127604"
"5071"	"127605"
"6"	"127605"
"5071"	"127630"
"6"	"127630"
"5071"	"127773"
"6"	"127773"
"5071"	"127774"
"6"	"127774"
"5071"	"127782"
"6"	"127782"
"5071"	"127850"
"6"	"127850"
"5071"	"127924"
"6"	"127924"
"5071"	"128161"
"6"	"128161"
"5071"	"128434"
"6"	"128434"
"5071"	"128435"
"6"	"128435"
"5071"	"128436"
"6"	"128436"
"5071"	"128437"
"6"	"128437"
"5071"	"128438"
"6"	"128438"
"5071"	"128491"
"6"	"128491"
"5071"	"128706"
"6"	"128706"
"5071"	"128815"
"6"	"128815"
"5071"	"128816"
"6"	"128816"
"5071"	"128926"
"6"	"128926"
"5071"	"129009"
"6"	"129009"
"5071"	"129051"
"6"	"129051"
"5071"	"129052"
"6"	"129052"
"5071"	"129053"
"6"	"129053"
"5071"	"129054"
"6"	"129054"
"5071"	"129055"
"6"	"129055"
"6"	"129056"
"5071"	"129056"
"5071"	"129057"
"6"	"129057"
"5071"	"129103"
"6"	"129103"
"5071"	"129124"
"6"	"129124"
"5071"	"129189"
"6"	"129189"
"5071"	"129235"
"6"	"129235"
"5071"	"129236"
"6"	"129236"
"5071"	"129304"
"6"	"129304"
"5071"	"129305"
"6"	"129305"
"5071"	"129308"
"6"	"129308"
"5071"	"129328"
"6"	"129328"
"5071"	"129329"
"6"	"129329"
"5071"	"129330"
"6"	"129330"
"5071"	"129504"
"6"	"129504"
"5071"	"129505"
"6"	"129505"
"5071"	"129708"
"6"	"129708"
"5071"	"129779"
"6"	"129779"
"5071"	"129780"
"6"	"129780"
"5071"	"129781"
"6"	"129781"
"5071"	"129826"
"6"	"129826"
"5071"	"129835"
"6"	"129835"
"5071"	"129836"
"6"	"129836"
"5071"	"129837"
"6"	"129837"
"5071"	"129838"
"6"	"129838"
"5071"	"129839"
"6"	"129839"
"5071"	"129840"
"6"	"129840"
"5071"	"129861"
"6"	"129861"
"5071"	"129862"
"6"	"129862"
"5071"	"129871"
"6"	"129871"
"5071"	"129872"
"6"	"129872"
"5071"	"129884"
"6"	"129884"
"5071"	"129930"
"6"	"129930"
"5071"	"130011"
"6"	"130011"
"5071"	"130012"
"6"	"130012"
"5071"	"130041"
"6"	"130041"
"5071"	"130109"
"6"	"130109"
"5071"	"130161"
"6"	"130161"
"5071"	"130162"
"6"	"130162"
"5071"	"130184"
"6"	"130184"
"5071"	"130185"
"6"	"130185"
"5071"	"130210"
"6"	"130210"
"5071"	"130239"
"6"	"130239"
"5071"	"130250"
"6"	"130250"
"5071"	"130275"
"6"	"130275"
"5071"	"130276"
"6"	"130276"
"5071"	"130302"
"6"	"130302"
"5071"	"130326"
"6"	"130326"
"5071"	"130327"
"6"	"130327"
"5071"	"130328"
"6"	"130328"
"5071"	"130346"
"6"	"130346"
"5071"	"130347"
"6"	"130347"
"5071"	"130348"
"6"	"130348"
"5071"	"130349"
"6"	"130349"
"5071"	"130364"
"6"	"130364"
"5071"	"130365"
"6"	"130365"
"5071"	"130374"
"6"	"130374"
"5071"	"130380"
"6"	"130380"
"5071"	"130381"
"6"	"130381"
"5071"	"130390"
"6"	"130390"
"5071"	"130406"
"6"	"130406"
"5071"	"130407"
"6"	"130407"
"5071"	"130408"
"6"	"130408"
"5071"	"130415"
"6"	"130415"
"5071"	"130416"
"6"	"130416"
"5071"	"130417"
"6"	"130417"
"5071"	"130418"
"6"	"130418"
"5071"	"130507"
"6"	"130507"
"5071"	"130514"
"6"	"130514"
"5071"	"130515"
"6"	"130515"
"5071"	"130566"
"6"	"130566"
"5071"	"130568"
"6"	"130568"
"5071"	"130594"
"6"	"130594"
"5071"	"130600"
"6"	"130600"
"5071"	"130601"
"6"	"130601"
"5071"	"130604"
"6"	"130604"
"5071"	"130623"
"6"	"130623"
"5071"	"130624"
"6"	"130624"
"5071"	"130641"
"6"	"130641"
"5071"	"130723"
"6"	"130723"
"5071"	"130724"
"6"	"130724"
"5071"	"130746"
"6"	"130746"
"5071"	"130752"
"6"	"130752"
"5071"	"130761"
"6"	"130761"
"5071"	"130766"
"6"	"130766"
"5071"	"130770"
"6"	"130770"
"5071"	"130773"
"6"	"130773"
"5071"	"130774"
"6"	"130774"
"5071"	"130783"
"6"	"130783"
"5071"	"130899"
"6"	"130899"
"5071"	"130901"
"6"	"130901"
"5071"	"130925"
"6"	"130925"
"5071"	"131123"
"6"	"131123"
"5071"	"131124"
"6"	"131124"
"5071"	"131134"
"6"	"131134"
"5071"	"131135"
"6"	"131135"
"5071"	"131145"
"6"	"131145"
"5071"	"131176"
"6"	"131176"
"5071"	"131229"
"6"	"131229"
"5071"	"131231"
"6"	"131231"
"5071"	"131232"
"6"	"131232"
"5071"	"131233"
"6"	"131233"
"5071"	"131238"
"6"	"131238"
"5071"	"131243"
"6"	"131243"
"5071"	"131260"
"6"	"131260"
"5071"	"131261"
"6"	"131261"
"5071"	"131269"
"6"	"131269"
"5071"	"131272"
"6"	"131272"
"5071"	"131273"
"6"	"131273"
"5071"	"131274"
"6"	"131274"
"5071"	"131297"
"6"	"131297"
"5071"	"131298"
"6"	"131298"
"5071"	"131330"
"6"	"131330"
"5071"	"131351"
"6"	"131351"
"5071"	"131504"
"6"	"131504"
"5071"	"131529"
"6"	"131529"
"5071"	"131639"
"6"	"131639"
"5071"	"131649"
"6"	"131649"
"5071"	"131650"
"6"	"131650"
"5"	"130239"
"5027"	"130239"
"4"	"130239"
"5071"	"131656"
"6"	"131656"
"5071"	"131657"
"6"	"131657"
"5071"	"131658"
"6"	"131658"
"5071"	"131659"
"6"	"131659"
"5071"	"131660"
"6"	"131660"
"5071"	"131661"
"6"	"131661"
"5071"	"131662"
"6"	"131662"
"5071"	"131663"
"6"	"131663"
"5071"	"131664"
"6"	"131664"
"5071"	"131665"
"6"	"131665"
"5"	"131822"
"5071"	"131822"
"5027"	"131822"
"6"	"131822"
"4"	"131822"
"5071"	"131829"
"6"	"131829"
"5071"	"131830"
"6"	"131830"
"5071"	"131906"
"6"	"131906"
"5071"	"131962"
"6"	"131962"
"5071"	"132016"
"6"	"132016"
"5071"	"132053"
"6"	"132053"
"5071"	"132054"
"6"	"132054"
"5071"	"111902"
"5071"	"132065"
"6"	"132065"
